timestamp,752bc
"1/8/2022, 9:22:23 AM",111
"1/8/2022, 9:22:08 AM",112
"1/8/2022, 9:21:53 AM",112
"1/8/2022, 9:21:38 AM",111
"1/8/2022, 9:21:23 AM",111
"1/8/2022, 9:21:08 AM",112
"1/8/2022, 9:20:53 AM",112
"1/8/2022, 9:20:37 AM",112
"1/8/2022, 9:20:22 AM",111
"1/8/2022, 9:20:07 AM",111
"1/8/2022, 9:19:52 AM",111
"1/8/2022, 9:19:37 AM",111
"1/8/2022, 9:19:22 AM",112
"1/8/2022, 9:19:07 AM",112
"1/8/2022, 9:18:52 AM",112
"1/8/2022, 9:18:37 AM",111
"1/8/2022, 9:18:22 AM",111
"1/8/2022, 9:18:06 AM",111
"1/8/2022, 9:17:51 AM",111
"1/8/2022, 9:17:36 AM",111
"1/8/2022, 9:17:21 AM",112
"1/8/2022, 9:17:06 AM",112
"1/8/2022, 9:16:51 AM",112
"1/8/2022, 9:16:36 AM",111
"1/8/2022, 9:16:21 AM",111
"1/8/2022, 9:16:06 AM",111
"1/8/2022, 9:15:51 AM",111
"1/8/2022, 9:15:36 AM",111
"1/8/2022, 9:15:20 AM",111
"1/8/2022, 9:15:05 AM",112
"1/8/2022, 9:14:50 AM",112
"1/8/2022, 9:14:35 AM",111
"1/8/2022, 9:14:20 AM",112
"1/8/2022, 9:14:05 AM",111
"1/8/2022, 9:13:50 AM",111
"1/8/2022, 9:13:35 AM",111
"1/8/2022, 9:13:20 AM",111
"1/8/2022, 9:13:05 AM",26
"1/8/2022, 9:12:50 AM",46
"1/8/2022, 9:12:34 AM",205
"1/8/2022, 9:12:19 AM",322
"1/8/2022, 9:07:10 AM",277
"1/8/2022, 9:07:10 AM",368
"1/8/2022, 9:07:10 AM",216
"1/8/2022, 9:07:10 AM",149
"1/8/2022, 9:07:09 AM",475
"1/8/2022, 9:07:09 AM",214
"1/8/2022, 9:07:08 AM",460
"1/8/2022, 9:07:06 AM",382
"1/8/2022, 9:07:06 AM",67
"1/8/2022, 9:07:06 AM",312
"1/8/2022, 9:07:05 AM",188
"1/8/2022, 9:07:05 AM",237
"1/8/2022, 9:07:05 AM",256
"1/8/2022, 9:07:04 AM",24
"1/8/2022, 9:07:04 AM",345
"1/8/2022, 9:07:04 AM",21
"1/8/2022, 9:07:03 AM",75
"1/8/2022, 9:07:01 AM",90
"1/8/2022, 9:06:54 AM",224
"1/8/2022, 9:06:52 AM",413
"1/8/2022, 9:06:51 AM",187
"1/8/2022, 9:05:48 AM",39
"1/8/2022, 9:05:47 AM",320
"1/8/2022, 9:05:47 AM",153
"1/8/2022, 9:05:47 AM",187
"1/8/2022, 9:05:46 AM",436
"1/8/2022, 9:05:46 AM",459
"1/8/2022, 9:05:46 AM",239
"1/8/2022, 9:05:46 AM",249
"1/8/2022, 9:05:45 AM",448
"1/8/2022, 9:05:44 AM",262
"1/8/2022, 9:05:44 AM",406
"1/8/2022, 9:05:44 AM",276
"1/8/2022, 9:05:43 AM",288
"1/8/2022, 9:05:42 AM",258
"1/8/2022, 9:05:42 AM",42
"1/8/2022, 9:05:41 AM",148
"1/8/2022, 9:05:41 AM",101
"1/8/2022, 9:05:40 AM",211
"1/8/2022, 9:05:40 AM",455
"1/8/2022, 9:05:40 AM",304
"1/8/2022, 9:05:39 AM",407
"1/8/2022, 9:05:38 AM",289
"1/8/2022, 9:05:38 AM",359
"1/8/2022, 9:05:37 AM",54
"1/8/2022, 9:05:37 AM",291
"1/8/2022, 9:05:36 AM",462
"1/8/2022, 9:05:36 AM",360
"1/8/2022, 9:05:36 AM",94
"1/8/2022, 9:05:34 AM",305
"1/8/2022, 9:05:34 AM",446
"1/8/2022, 9:05:33 AM",281
"1/8/2022, 9:05:32 AM",468
"1/8/2022, 9:05:32 AM",94
"1/8/2022, 9:05:32 AM",299
"1/8/2022, 9:05:31 AM",398
"1/8/2022, 9:05:28 AM",439
"1/8/2022, 9:05:23 AM",69
"1/8/2022, 9:05:20 AM",12
"1/8/2022, 9:05:19 AM",377
"1/8/2022, 9:03:23 AM",440
"1/8/2022, 9:03:23 AM",465
"1/8/2022, 9:03:23 AM",480
"1/8/2022, 9:03:23 AM",252
"1/8/2022, 9:03:22 AM",31
"1/8/2022, 9:03:22 AM",102
"1/8/2022, 9:03:20 AM",161
"1/8/2022, 9:03:20 AM",153
"1/8/2022, 9:03:19 AM",456
"1/8/2022, 9:03:19 AM",368
"1/8/2022, 9:03:19 AM",358
"1/8/2022, 9:03:18 AM",390
"1/8/2022, 9:03:18 AM",464
"1/8/2022, 9:03:18 AM",70
"1/8/2022, 9:03:18 AM",318
"1/8/2022, 9:03:17 AM",19
"1/8/2022, 9:03:16 AM",490
"1/8/2022, 9:03:16 AM",154
"1/8/2022, 9:03:15 AM",374
"1/8/2022, 9:03:15 AM",272
"1/8/2022, 9:03:14 AM",286
"1/8/2022, 9:03:14 AM",170
"1/8/2022, 9:03:13 AM",257
"1/8/2022, 9:03:13 AM",191
"1/8/2022, 9:03:12 AM",261
"1/8/2022, 9:03:12 AM",475
"1/8/2022, 9:03:12 AM",312
"1/8/2022, 9:03:11 AM",69
"1/8/2022, 9:03:11 AM",356
"1/8/2022, 9:03:11 AM",174
"1/8/2022, 9:03:10 AM",283
"1/8/2022, 9:03:09 AM",215
"1/8/2022, 9:03:08 AM",376
"1/8/2022, 9:03:00 AM",72
"1/8/2022, 9:03:00 AM",369
"1/8/2022, 9:02:29 AM",464
"1/8/2022, 9:02:29 AM",280
"1/8/2022, 9:02:28 AM",56
"1/8/2022, 9:02:28 AM",423
"1/8/2022, 9:02:27 AM",333
"1/8/2022, 9:02:27 AM",361
"1/8/2022, 9:02:26 AM",304
"1/8/2022, 9:02:26 AM",399
"1/8/2022, 9:02:25 AM",436
"1/8/2022, 9:02:25 AM",422
"1/8/2022, 9:02:24 AM",321
"1/8/2022, 9:02:24 AM",120
"1/8/2022, 9:02:23 AM",60
"1/8/2022, 9:02:22 AM",65
"1/8/2022, 9:02:19 AM",330
"1/8/2022, 9:02:19 AM",98
"1/8/2022, 9:02:19 AM",319
"1/8/2022, 9:02:16 AM",302
"1/8/2022, 9:02:04 AM",349
"1/8/2022, 9:02:04 AM",306
"1/8/2022, 9:02:04 AM",104
"1/8/2022, 9:02:03 AM",328
"1/8/2022, 9:02:03 AM",438
"1/8/2022, 9:02:03 AM",74
"1/8/2022, 9:02:03 AM",137
"1/8/2022, 9:02:02 AM",451
"1/8/2022, 9:02:02 AM",298
"1/8/2022, 9:02:02 AM",282
"1/8/2022, 9:02:02 AM",481
"1/8/2022, 9:02:02 AM",354
"1/8/2022, 9:02:02 AM",396
"1/8/2022, 9:02:01 AM",426
"1/8/2022, 9:02:01 AM",348
"1/8/2022, 9:02:00 AM",294
"1/8/2022, 9:02:00 AM",487
"1/8/2022, 9:02:00 AM",345
"1/8/2022, 9:01:59 AM",273
"1/8/2022, 9:01:59 AM",348
"1/8/2022, 9:01:59 AM",171
"1/8/2022, 9:01:59 AM",382
"1/8/2022, 9:01:59 AM",307
"1/8/2022, 9:01:57 AM",476
"1/8/2022, 9:01:57 AM",300
"1/8/2022, 9:01:57 AM",445
"1/8/2022, 9:01:57 AM",299
"1/8/2022, 9:01:57 AM",52
"1/8/2022, 9:01:57 AM",359
"1/8/2022, 9:01:56 AM",441
"1/8/2022, 9:01:56 AM",464
"1/8/2022, 9:01:56 AM",270
"1/8/2022, 9:01:55 AM",161
"1/8/2022, 9:01:55 AM",43
"1/8/2022, 9:01:55 AM",344
"1/8/2022, 9:01:54 AM",22
"1/8/2022, 9:01:54 AM",433
"1/8/2022, 9:01:54 AM",56
"1/8/2022, 9:01:54 AM",394
"1/8/2022, 9:01:54 AM",278
"1/8/2022, 9:01:54 AM",256
"1/8/2022, 9:01:53 AM",170
"1/8/2022, 9:01:53 AM",326
"1/8/2022, 9:01:53 AM",94
"1/8/2022, 9:01:52 AM",210
"1/8/2022, 9:01:51 AM",21
"1/8/2022, 9:01:50 AM",467
"1/8/2022, 9:01:48 AM",474
"1/8/2022, 9:01:47 AM",307
"1/8/2022, 9:01:47 AM",157
"1/8/2022, 9:01:41 AM",225
"1/8/2022, 9:01:40 AM",128
"1/8/2022, 9:01:40 AM",239
"1/8/2022, 9:01:40 AM",111
"1/8/2022, 9:01:39 AM",362
"1/8/2022, 9:01:25 AM",87
"1/8/2022, 9:01:25 AM",443
"1/8/2022, 9:01:25 AM",484
"1/8/2022, 9:01:24 AM",217
"1/8/2022, 9:01:24 AM",250
"1/8/2022, 9:01:23 AM",471
"1/8/2022, 9:01:22 AM",286
"1/8/2022, 9:01:22 AM",423
"1/8/2022, 9:01:22 AM",376
"1/8/2022, 9:01:22 AM",304
"1/8/2022, 9:01:22 AM",110
"1/8/2022, 9:01:21 AM",94
"1/8/2022, 9:01:21 AM",314
"1/8/2022, 9:01:20 AM",168
"1/8/2022, 9:01:20 AM",339
"1/8/2022, 9:01:20 AM",437
"1/8/2022, 9:01:20 AM",464
"1/8/2022, 9:01:20 AM",445
"1/8/2022, 9:01:20 AM",56
"1/8/2022, 9:01:20 AM",436
"1/8/2022, 9:01:19 AM",121
"1/8/2022, 9:01:19 AM",395
"1/8/2022, 9:01:19 AM",403
"1/8/2022, 9:01:19 AM",180
"1/8/2022, 9:01:18 AM",196
"1/8/2022, 9:01:18 AM",367
"1/8/2022, 9:01:18 AM",186
"1/8/2022, 9:01:17 AM",226
"1/8/2022, 9:01:17 AM",467
"1/8/2022, 9:01:17 AM",37
"1/8/2022, 9:01:17 AM",204
"1/8/2022, 9:01:17 AM",146
"1/8/2022, 9:01:16 AM",169
"1/8/2022, 9:01:15 AM",124
"1/8/2022, 9:01:15 AM",12
"1/8/2022, 9:01:15 AM",425
"1/8/2022, 9:01:14 AM",446
"1/8/2022, 9:01:13 AM",170
"1/8/2022, 9:01:13 AM",231
"1/8/2022, 9:01:13 AM",479
"1/8/2022, 9:01:13 AM",84
"1/8/2022, 9:01:13 AM",75
"1/8/2022, 9:01:12 AM",429
"1/8/2022, 9:01:12 AM",99
"1/8/2022, 9:01:12 AM",62
"1/8/2022, 9:01:10 AM",499
"1/8/2022, 9:01:08 AM",296
"1/8/2022, 9:01:06 AM",344
"1/8/2022, 9:01:01 AM",413
